date,brand,product,device,gender,query
2025-08-01,HYUNDAI,코나,mobile,female,48.07127
2025-09-01,HYUNDAI,코나,mobile,female,40.58231
2025-10-01,HYUNDAI,코나,mobile,female,41.98284
2023-01-01,HYUNDAI,스타리아,pc,male,90.77516
2023-02-01,HYUNDAI,스타리아,pc,male,86.97844
2023-03-01,HYUNDAI,스타리아,pc,male,99.6045
2023-04-01,HYUNDAI,스타리아,pc,male,85.77219
2023-05-01,HYUNDAI,스타리아,pc,male,90.0435
2023-06-01,HYUNDAI,스타리아,pc,male,88.27368
2023-07-01,HYUNDAI,스타리아,pc,male,94.90804
2023-08-01,HYUNDAI,스타리아,pc,male,97.63693
2023-09-01,HYUNDAI,스타리아,pc,male,86.21712
2023-10-01,HYUNDAI,스타리아,pc,male,88.34289
2023-11-01,HYUNDAI,스타리아,pc,male,84.85267
2023-12-01,HYUNDAI,스타리아,pc,male,79.09827
2024-01-01,HYUNDAI,스타리아,pc,male,96.67787
2024-02-01,HYUNDAI,스타리아,pc,male,91.00257
2024-03-01,HYUNDAI,스타리아,pc,male,100
2024-04-01,HYUNDAI,스타리아,pc,male,84.25944
2024-05-01,HYUNDAI,스타리아,pc,male,86.93889
2024-06-01,HYUNDAI,스타리아,pc,male,76.55724
2024-07-01,HYUNDAI,스타리아,pc,male,87.25528
2024-08-01,HYUNDAI,스타리아,pc,male,93.75123
2024-09-01,HYUNDAI,스타리아,pc,male,76.79454
2024-10-01,HYUNDAI,스타리아,pc,male,80.23531
2024-11-01,HYUNDAI,스타리아,pc,male,75.52896
2024-12-01,HYUNDAI,스타리아,pc,male,69.57682
2025-01-01,HYUNDAI,스타리아,pc,male,76.48803
2025-02-01,HYUNDAI,스타리아,pc,male,81.47122
2025-03-01,HYUNDAI,스타리아,pc,male,79.81016
2025-04-01,HYUNDAI,스타리아,pc,male,77.26913
2025-05-01,HYUNDAI,스타리아,pc,male,71.42574
2025-06-01,HYUNDAI,스타리아,pc,male,73.39331
2025-07-01,HYUNDAI,스타리아,pc,male,83.56733
2025-08-01,HYUNDAI,스타리아,pc,male,74.1052
2025-09-01,HYUNDAI,스타리아,pc,male,73.42297
2025-10-01,HYUNDAI,스타리아,pc,male,68.07395
2023-01-01,HYUNDAI,스타리아,mobile,male,89.6403
2023-02-01,HYUNDAI,스타리아,mobile,male,89.6864
2023-03-01,HYUNDAI,스타리아,mobile,male,92.54579
2023-04-01,HYUNDAI,스타리아,mobile,male,86.70227
2023-05-01,HYUNDAI,스타리아,mobile,male,92.44275
2023-06-01,HYUNDAI,스타리아,mobile,male,86.17893
2023-07-01,HYUNDAI,스타리아,mobile,male,86.21825
2023-08-01,HYUNDAI,스타리아,mobile,male,92.20412
2023-09-01,HYUNDAI,스타리아,mobile,male,100
2023-10-01,HYUNDAI,스타리아,mobile,male,87.23375
2023-11-01,HYUNDAI,스타리아,mobile,male,76.6151
2023-12-01,HYUNDAI,스타리아,mobile,male,76.24089
2024-01-01,HYUNDAI,스타리아,mobile,male,81.23296
2024-02-01,HYUNDAI,스타리아,mobile,male,80.02223
2024-03-01,HYUNDAI,스타리아,mobile,male,87.85335
2024-04-01,HYUNDAI,스타리아,mobile,male,74.89865
2024-05-01,HYUNDAI,스타리아,mobile,male,79.77005
2024-06-01,HYUNDAI,스타리아,mobile,male,74.618
2024-07-01,HYUNDAI,스타리아,mobile,male,75.43555
2024-08-01,HYUNDAI,스타리아,mobile,male,92.23802
2024-09-01,HYUNDAI,스타리아,mobile,male,80.3544
2024-10-01,HYUNDAI,스타리아,mobile,male,77.93836
2024-11-01,HYUNDAI,스타리아,mobile,male,71.73827
2024-12-01,HYUNDAI,스타리아,mobile,male,71.29492
2025-01-01,HYUNDAI,스타리아,mobile,male,77.30656
2025-02-01,HYUNDAI,스타리아,mobile,male,72.53006
2025-03-01,HYUNDAI,스타리아,mobile,male,72.23178
2025-04-01,HYUNDAI,스타리아,mobile,male,67.95151
2025-05-01,HYUNDAI,스타리아,mobile,male,70.66176
2025-06-01,HYUNDAI,스타리아,mobile,male,71.95384
2025-07-01,HYUNDAI,스타리아,mobile,male,70.03538
2025-08-01,HYUNDAI,스타리아,mobile,male,74.08923
2025-09-01,HYUNDAI,스타리아,mobile,male,72.3877
2025-10-01,HYUNDAI,스타리아,mobile,male,71.91995
2023-01-01,HYUNDAI,스타리아,pc,female,89.65856
2023-02-01,HYUNDAI,스타리아,pc,female,70.19041
2023-03-01,HYUNDAI,스타리아,pc,female,89.82271
2023-04-01,HYUNDAI,스타리아,pc,female,86.67104
2023-05-01,HYUNDAI,스타리아,pc,female,82.5673
2023-06-01,HYUNDAI,스타리아,pc,female,87.95141
2023-07-01,HYUNDAI,스타리아,pc,female,99.63887
2023-08-01,HYUNDAI,스타리아,pc,female,88.3782
2023-09-01,HYUNDAI,스타리아,pc,female,78.16808
2023-10-01,HYUNDAI,스타리아,pc,female,90.41365
2023-11-01,HYUNDAI,스타리아,pc,female,75.80433
2023-12-01,HYUNDAI,스타리아,pc,female,66.18516
2024-01-01,HYUNDAI,스타리아,pc,female,96.97964
2024-02-01,HYUNDAI,스타리아,pc,female,72.61982
2024-03-01,HYUNDAI,스타리아,pc,female,83.88049
2024-04-01,HYUNDAI,스타리아,pc,female,89.62573
2024-05-01,HYUNDAI,스타리아,pc,female,82.04202
2024-06-01,HYUNDAI,스타리아,pc,female,77.70847
2024-07-01,HYUNDAI,스타리아,pc,female,100
2024-08-01,HYUNDAI,스타리아,pc,female,92.84307
2024-09-01,HYUNDAI,스타리아,pc,female,71.66776
2024-10-01,HYUNDAI,스타리아,pc,female,86.99934
2024-11-01,HYUNDAI,스타리아,pc,female,74.88509
2024-12-01,HYUNDAI,스타리아,pc,female,62.86933
2025-01-01,HYUNDAI,스타리아,pc,female,72.75114
2025-02-01,HYUNDAI,스타리아,pc,female,66.34931
2025-03-01,HYUNDAI,스타리아,pc,female,74.95075
2025-04-01,HYUNDAI,스타리아,pc,female,80.9258
2025-05-01,HYUNDAI,스타리아,pc,female,71.24097
2025-06-01,HYUNDAI,스타리아,pc,female,68.9757
2025-07-01,HYUNDAI,스타리아,pc,female,98.45699
2025-08-01,HYUNDAI,스타리아,pc,female,68.94287
2025-09-01,HYUNDAI,스타리아,pc,female,71.07682
2025-10-01,HYUNDAI,스타리아,pc,female,66.57912
2023-01-01,HYUNDAI,스타리아,mobile,female,81.4781
2023-02-01,HYUNDAI,스타리아,mobile,female,77.1693
2023-03-01,HYUNDAI,스타리아,mobile,female,74.6906
2023-04-01,HYUNDAI,스타리아,mobile,female,71.45461
2023-05-01,HYUNDAI,스타리아,mobile,female,76.5242
2023-06-01,HYUNDAI,스타리아,mobile,female,71.29684
2023-07-01,HYUNDAI,스타리아,mobile,female,70.62721
2023-08-01,HYUNDAI,스타리아,mobile,female,79.67955
2023-09-01,HYUNDAI,스타리아,mobile,female,100
2023-10-01,HYUNDAI,스타리아,mobile,female,75.21298
2023-11-01,HYUNDAI,스타리아,mobile,female,58.61935
2023-12-01,HYUNDAI,스타리아,mobile,female,56.02496
2024-01-01,HYUNDAI,스타리아,mobile,female,59.46429
2024-02-01,HYUNDAI,스타리아,mobile,female,58.09697
2024-03-01,HYUNDAI,스타리아,mobile,female,60.69137
2024-04-01,HYUNDAI,스타리아,mobile,female,57.15036
2024-05-01,HYUNDAI,스타리아,mobile,female,59.4152
2024-06-01,HYUNDAI,스타리아,mobile,female,58.43705
2024-07-01,HYUNDAI,스타리아,mobile,female,61.51526
2024-08-01,HYUNDAI,스타리아,mobile,female,96.47652
2024-09-01,HYUNDAI,스타리아,mobile,female,69.6175
2024-10-01,HYUNDAI,스타리아,mobile,female,60.09185
2024-11-01,HYUNDAI,스타리아,mobile,female,53.03439
2024-12-01,HYUNDAI,스타리아,mobile,female,47.9087
2025-01-01,HYUNDAI,스타리아,mobile,female,57.99179
2025-02-01,HYUNDAI,스타리아,mobile,female,52.18946
2025-03-01,HYUNDAI,스타리아,mobile,female,55.2221
2025-04-01,HYUNDAI,스타리아,mobile,female,50.78007
2025-05-01,HYUNDAI,스타리아,mobile,female,56.30894
2025-06-01,HYUNDAI,스타리아,mobile,female,54.87501
2025-07-01,HYUNDAI,스타리아,mobile,female,61.64849
2025-08-01,HYUNDAI,스타리아,mobile,female,61.07351
2025-09-01,HYUNDAI,스타리아,mobile,female,53.86179
2025-10-01,HYUNDAI,스타리아,mobile,female,59.49935
2023-01-01,HYUNDAI,아이오닉 5,pc,male,48.39224
2023-02-01,HYUNDAI,아이오닉 5,pc,male,52.2234
2023-03-01,HYUNDAI,아이오닉 5,pc,male,57.59146
2023-04-01,HYUNDAI,아이오닉 5,pc,male,56.43989
2023-05-01,HYUNDAI,아이오닉 5,pc,male,54.20763
2023-06-01,HYUNDAI,아이오닉 5,pc,male,49.81397
2023-07-01,HYUNDAI,아이오닉 5,pc,male,74.56816
2023-08-01,HYUNDAI,아이오닉 5,pc,male,64.65585
2023-09-01,HYUNDAI,아이오닉 5,pc,male,77.79697
2023-10-01,HYUNDAI,아이오닉 5,pc,male,66.6268
2023-11-01,HYUNDAI,아이오닉 5,pc,male,65.12977
2023-12-01,HYUNDAI,아이오닉 5,pc,male,48.01133
2024-01-01,HYUNDAI,아이오닉 5,pc,male,49.12304
2024-02-01,HYUNDAI,아이오닉 5,pc,male,55.10231
2024-03-01,HYUNDAI,아이오닉 5,pc,male,100
2024-04-01,HYUNDAI,아이오닉 5,pc,male,70.46239
2024-05-01,HYUNDAI,아이오닉 5,pc,male,60.83355
2024-06-01,HYUNDAI,아이오닉 5,pc,male,67.64549
2024-07-01,HYUNDAI,아이오닉 5,pc,male,73.25715
2024-08-01,HYUNDAI,아이오닉 5,pc,male,53.29967
2024-09-01,HYUNDAI,아이오닉 5,pc,male,53.77801
2024-10-01,HYUNDAI,아이오닉 5,pc,male,54.35379
2024-11-01,HYUNDAI,아이오닉 5,pc,male,51.96651
2024-12-01,HYUNDAI,아이오닉 5,pc,male,43.36522
2025-01-01,HYUNDAI,아이오닉 5,pc,male,56.12986
2025-02-01,HYUNDAI,아이오닉 5,pc,male,72.45548
2025-03-01,HYUNDAI,아이오닉 5,pc,male,58.74745
2025-04-01,HYUNDAI,아이오닉 5,pc,male,63.86305
2025-05-01,HYUNDAI,아이오닉 5,pc,male,63.24297
2025-06-01,HYUNDAI,아이오닉 5,pc,male,57.91921
2025-07-01,HYUNDAI,아이오닉 5,pc,male,65.41766
2025-08-01,HYUNDAI,아이오닉 5,pc,male,65.54167
2025-09-01,HYUNDAI,아이오닉 5,pc,male,69.88661
2025-10-01,HYUNDAI,아이오닉 5,pc,male,54.26078
2023-01-01,HYUNDAI,아이오닉 5,mobile,male,52.24889
2023-02-01,HYUNDAI,아이오닉 5,mobile,male,53.14008
2023-03-01,HYUNDAI,아이오닉 5,mobile,male,55.99549
2023-04-01,HYUNDAI,아이오닉 5,mobile,male,57.3882
2023-05-01,HYUNDAI,아이오닉 5,mobile,male,57.50149
2023-06-01,HYUNDAI,아이오닉 5,mobile,male,51.73799
2023-07-01,HYUNDAI,아이오닉 5,mobile,male,69.86484
2023-08-01,HYUNDAI,아이오닉 5,mobile,male,63.41364
2023-09-01,HYUNDAI,아이오닉 5,mobile,male,74.82446
2023-10-01,HYUNDAI,아이오닉 5,mobile,male,66.12906
2023-11-01,HYUNDAI,아이오닉 5,mobile,male,59.76446
2023-12-01,HYUNDAI,아이오닉 5,mobile,male,49.1438
2024-01-01,HYUNDAI,아이오닉 5,mobile,male,44.28593
2024-02-01,HYUNDAI,아이오닉 5,mobile,male,51.08927
2024-03-01,HYUNDAI,아이오닉 5,mobile,male,100
2024-04-01,HYUNDAI,아이오닉 5,mobile,male,69.44486
2024-05-01,HYUNDAI,아이오닉 5,mobile,male,64.758
2024-06-01,HYUNDAI,아이오닉 5,mobile,male,65.58425
2024-07-01,HYUNDAI,아이오닉 5,mobile,male,71.28064
2024-08-01,HYUNDAI,아이오닉 5,mobile,male,52.07066
2024-09-01,HYUNDAI,아이오닉 5,mobile,male,58.13146
2024-10-01,HYUNDAI,아이오닉 5,mobile,male,55.43985
2024-11-01,HYUNDAI,아이오닉 5,mobile,male,48.9533
2024-12-01,HYUNDAI,아이오닉 5,mobile,male,43.3067
2025-01-01,HYUNDAI,아이오닉 5,mobile,male,60.59359
2025-02-01,HYUNDAI,아이오닉 5,mobile,male,71.39032
2025-03-01,HYUNDAI,아이오닉 5,mobile,male,61.86146
2025-04-01,HYUNDAI,아이오닉 5,mobile,male,62.80749
2025-05-01,HYUNDAI,아이오닉 5,mobile,male,69.3092
2025-06-01,HYUNDAI,아이오닉 5,mobile,male,65.57775
2025-07-01,HYUNDAI,아이오닉 5,mobile,male,69.47589
2025-08-01,HYUNDAI,아이오닉 5,mobile,male,70.98405
2025-09-01,HYUNDAI,아이오닉 5,mobile,male,73.08899
2025-10-01,HYUNDAI,아이오닉 5,mobile,male,68.16761
2023-01-01,HYUNDAI,아이오닉 5,pc,female,64.87775
2023-02-01,HYUNDAI,아이오닉 5,pc,female,71.31782
2023-03-01,HYUNDAI,아이오닉 5,pc,female,79.69588
2023-04-01,HYUNDAI,아이오닉 5,pc,female,73.10673
2023-05-01,HYUNDAI,아이오닉 5,pc,female,71.70542
2023-06-01,HYUNDAI,아이오닉 5,pc,female,68.48539
2023-07-01,HYUNDAI,아이오닉 5,pc,female,94.00715
2023-08-01,HYUNDAI,아이오닉 5,pc,female,83.39296
2023-09-01,HYUNDAI,아이오닉 5,pc,female,90.48896
2023-10-01,HYUNDAI,아이오닉 5,pc,female,78.92069
2023-11-01,HYUNDAI,아이오닉 5,pc,female,78.7418
2023-12-01,HYUNDAI,아이오닉 5,pc,female,57.51341
2024-01-01,HYUNDAI,아이오닉 5,pc,female,60.79308
2024-02-01,HYUNDAI,아이오닉 5,pc,female,56.08228
2024-03-01,HYUNDAI,아이오닉 5,pc,female,100
2024-04-01,HYUNDAI,아이오닉 5,pc,female,79.18902
2024-05-01,HYUNDAI,아이오닉 5,pc,female,71.49672
2024-06-01,HYUNDAI,아이오닉 5,pc,female,79.66607
2024-07-01,HYUNDAI,아이오닉 5,pc,female,88.87895
2024-08-01,HYUNDAI,아이오닉 5,pc,female,68.5152
2024-09-01,HYUNDAI,아이오닉 5,pc,female,62.58199
2024-10-01,HYUNDAI,아이오닉 5,pc,female,58.37805
2024-11-01,HYUNDAI,아이오닉 5,pc,female,59.39177
2024-12-01,HYUNDAI,아이오닉 5,pc,female,48.68813
2025-01-01,HYUNDAI,아이오닉 5,pc,female,55.99284
2025-02-01,HYUNDAI,아이오닉 5,pc,female,75.07453
2025-03-01,HYUNDAI,아이오닉 5,pc,female,62.34347
2025-04-01,HYUNDAI,아이오닉 5,pc,female,71.88431
2025-05-01,HYUNDAI,아이오닉 5,pc,female,70.78115
2025-06-01,HYUNDAI,아이오닉 5,pc,female,74.35897
2025-07-01,HYUNDAI,아이오닉 5,pc,female,81.54442
2025-08-01,HYUNDAI,아이오닉 5,pc,female,89.95229
2025-09-01,HYUNDAI,아이오닉 5,pc,female,99.46332
2025-10-01,HYUNDAI,아이오닉 5,pc,female,71.88431
2023-01-01,HYUNDAI,아이오닉 5,mobile,female,76.7355
2023-02-01,HYUNDAI,아이오닉 5,mobile,female,77.01994
2023-03-01,HYUNDAI,아이오닉 5,mobile,female,74.2615
2023-04-01,HYUNDAI,아이오닉 5,mobile,female,80.15169
2023-05-01,HYUNDAI,아이오닉 5,mobile,female,77.3577
2023-06-01,HYUNDAI,아이오닉 5,mobile,female,70.86012
2023-07-01,HYUNDAI,아이오닉 5,mobile,female,85.72783
2023-08-01,HYUNDAI,아이오닉 5,mobile,female,89.85215
2023-09-01,HYUNDAI,아이오닉 5,mobile,female,92.87132
2023-10-01,HYUNDAI,아이오닉 5,mobile,female,81.36944
2023-11-01,HYUNDAI,아이오닉 5,mobile,female,72.72969
2023-12-01,HYUNDAI,아이오닉 5,mobile,female,57.74051
2024-01-01,HYUNDAI,아이오닉 5,mobile,female,57.25459
2024-02-01,HYUNDAI,아이오닉 5,mobile,female,59.52712
2024-03-01,HYUNDAI,아이오닉 5,mobile,female,100
2024-04-01,HYUNDAI,아이오닉 5,mobile,female,76.29403
2024-05-01,HYUNDAI,아이오닉 5,mobile,female,73.40523
2024-06-01,HYUNDAI,아이오닉 5,mobile,female,75.98293
2024-07-01,HYUNDAI,아이오닉 5,mobile,female,80.50428
2024-08-01,HYUNDAI,아이오닉 5,mobile,female,67.67503
2024-09-01,HYUNDAI,아이오닉 5,mobile,female,63.85588
2024-10-01,HYUNDAI,아이오닉 5,mobile,female,60.25895
2024-11-01,HYUNDAI,아이오닉 5,mobile,female,54.42801
2024-12-01,HYUNDAI,아이오닉 5,mobile,female,46.6001
2025-01-01,HYUNDAI,아이오닉 5,mobile,female,60.54339
2025-02-01,HYUNDAI,아이오닉 5,mobile,female,70.22606
2025-03-01,HYUNDAI,아이오닉 5,mobile,female,64.92548
2025-04-01,HYUNDAI,아이오닉 5,mobile,female,66.45432
2025-05-01,HYUNDAI,아이오닉 5,mobile,female,75.18888
2025-06-01,HYUNDAI,아이오닉 5,mobile,female,74.56371
2025-07-01,HYUNDAI,아이오닉 5,mobile,female,83.10568
2025-08-01,HYUNDAI,아이오닉 5,mobile,female,93.58241
2025-09-01,HYUNDAI,아이오닉 5,mobile,female,91.54099
2025-10-01,HYUNDAI,아이오닉 5,mobile,female,86.77076
2023-09-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,0.48942
2023-10-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,0.41412
2023-11-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,0.79813
2023-12-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,1.27249
2024-01-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,1.82215
2024-02-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,1.74685
2024-03-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,2.22874
2024-04-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,1.7845
2024-05-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,1.86732
2024-06-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,36.99269
2024-07-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,97.83148
2024-08-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,84.57947
2024-09-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,89.67698
2024-10-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,93.69776
2024-11-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,85.48302
2024-12-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,49.44657
2025-01-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,70.16037
2025-02-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,100
2025-03-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,75.22023
2025-04-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,66.51607
2025-05-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,57.6312
2025-06-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,53.79113
2025-07-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,61.61433
2025-08-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,52.37557
2025-09-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,47.99337
2025-10-01,HYUNDAI,캐스퍼 일렉트릭,pc,male,42.46668
2023-09-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,0.16898
2023-10-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,0.17795
2023-11-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,0.25571
2023-12-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,0.5189
2024-01-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,0.81201
2024-02-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,1.05875
2024-03-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,0.99445
2024-04-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,1.06623
2024-05-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,0.978
2024-06-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,27.37659
2024-07-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,83.02702
2024-08-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,70.77656
2024-09-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,90.7658
2024-10-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,96.3452
2024-11-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,91.9382
2024-12-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,61.43021
2025-01-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,84.2084
2025-02-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,100
2025-03-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,81.98621
2025-04-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,67.81115
2025-05-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,66.48322
2025-06-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,64.23262
2025-07-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,66.555
2025-08-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,62.3798
2025-09-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,55.36779
2025-10-01,HYUNDAI,캐스퍼 일렉트릭,mobile,male,50.85163
2023-09-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,0.48596
2023-10-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,0.40496
2023-11-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,0.75593
2023-12-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,0.97192
2024-01-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,1.26889
2024-02-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,0.99892
2024-03-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,1.32289
2024-04-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,1.53887
2024-05-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,1.1339
2024-06-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,32.80237
2024-07-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,100
2024-08-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,72.70518
2024-09-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,81.2365
2024-10-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,83.93628
2024-11-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,71.86825
2024-12-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,41.25269
2025-01-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,55.58855
2025-02-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,90.25377
2025-03-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,74.10907
2025-04-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,65.87473
2025-05-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,57.31641
2025-06-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,52.4028
2025-07-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,66.09071
2025-08-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,58.01835
2025-09-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,54.13066
2025-10-01,HYUNDAI,캐스퍼 일렉트릭,pc,female,40.01079
2023-09-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,0.14228
2023-10-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,0.25527
2023-11-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,0.51891
2023-12-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,0.89554
2024-01-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,0.84114
2024-02-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,0.65701
2024-03-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,0.64445
2024-04-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,0.77
2024-05-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,0.79092
2024-06-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,24.70287
2024-07-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,87.10244
2024-08-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,64.30364
2024-09-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,87.23217
2024-10-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,98.47673
2024-11-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,89.70957
2024-12-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,57.2941
2025-01-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,77.23049
2025-02-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,100
2025-03-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,91.88985
2025-04-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,75.66119
2025-05-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,74.79494
2025-06-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,76.48141
2025-07-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,75.89136
2025-08-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,79.38567
2025-09-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,65.97756
2025-10-01,HYUNDAI,캐스퍼 일렉트릭,mobile,female,60.60847
2023-01-01,HYUNDAI,아이오닉 9,pc,male,0.23533
2023-02-01,HYUNDAI,아이오닉 9,pc,male,0.14332
2023-03-01,HYUNDAI,아이오닉 9,pc,male,0.32381
2023-04-01,HYUNDAI,아이오닉 9,pc,male,0.47598
2023-05-01,HYUNDAI,아이오닉 9,pc,male,0.6777
2023-06-01,HYUNDAI,아이오닉 9,pc,male,0.67416
2023-07-01,HYUNDAI,아이오닉 9,pc,male,0.63701
2023-08-01,HYUNDAI,아이오닉 9,pc,male,0.42113
2023-09-01,HYUNDAI,아이오닉 9,pc,male,0.42998
2023-10-01,HYUNDAI,아이오닉 9,pc,male,0.27249
2023-11-01,HYUNDAI,아이오닉 9,pc,male,0.23887
2023-12-01,HYUNDAI,아이오닉 9,pc,male,0.24418
2024-01-01,HYUNDAI,아이오닉 9,pc,male,0.21941
2024-02-01,HYUNDAI,아이오닉 9,pc,male,0.74317
2024-03-01,HYUNDAI,아이오닉 9,pc,male,2.6542
2024-04-01,HYUNDAI,아이오닉 9,pc,male,3.2399
2024-05-01,HYUNDAI,아이오닉 9,pc,male,3.76897
2024-06-01,HYUNDAI,아이오닉 9,pc,male,3.71412
2024-07-01,HYUNDAI,아이오닉 9,pc,male,3.10011
2024-08-01,HYUNDAI,아이오닉 9,pc,male,2.5445
2024-09-01,HYUNDAI,아이오닉 9,pc,male,4.12641
2024-10-01,HYUNDAI,아이오닉 9,pc,male,7.89715
2024-11-01,HYUNDAI,아이오닉 9,pc,male,43.62635
2024-12-01,HYUNDAI,아이오닉 9,pc,male,17.64341
2025-01-01,HYUNDAI,아이오닉 9,pc,male,17.58148
2025-02-01,HYUNDAI,아이오닉 9,pc,male,100
2025-03-01,HYUNDAI,아이오닉 9,pc,male,43.13975
2025-04-01,HYUNDAI,아이오닉 9,pc,male,35.2479
2025-05-01,HYUNDAI,아이오닉 9,pc,male,33.36872
2025-06-01,HYUNDAI,아이오닉 9,pc,male,30.52694
2025-07-01,HYUNDAI,아이오닉 9,pc,male,33.02013
2025-08-01,HYUNDAI,아이오닉 9,pc,male,38.4648
2025-09-01,HYUNDAI,아이오닉 9,pc,male,35.40715
2025-10-01,HYUNDAI,아이오닉 9,pc,male,29.88816
